,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status
71188,20111202X62845,Accident,2011-12-02,032232N,0102451W,Midland Airpark,Fatal,Destroyed,Airplane,Beech,F90,UNK,Turbo Prop,Part 91: General Aviation,Positioning,0.0,0.0,1.0,0.0,IMC,Unknown,"The pilot's failure to maintain the recommended airspeed for icing conditions and his subsequent loss of airplane control while flying the airplane under autopilot control in severe icing conditions, contrary to the airplane's handbook. Contributing to the accident was the pilot's failure to divert from an area of severe icing. Also contributing to the accident was the lack of an advisory for potential hazardous icing conditions over the destination area."
71190,20111205X75757,Incident,2011-12-02,283824N,0081390W,,Fatal,Unknown,Airplane,Cessna,560Xl,2,Turbo Fan,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,VMC,Unknown,Water contamination in the pitch trim actuators.
71191,20111205X94939,Accident,2011-12-02,373044N,0122150W,San Carlos Airport,Fatal,Substantial,Airplane,Beech,76,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The collapse of the right main landing gear during the turn off the runway due to the failure of the A-frame assembly.
71192,20111206X05636,Accident,2011-12-02,374345N,1221427W,Oakland International Airport,Fatal,Unknown,Airplane,Boeing,737-7H4,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,2.0,1.0,97.0,VMC,Unknown,The flight crews flight into known severe turbulence associated with mountain wave activity.
71193,20120125X93557,Incident,2011-12-02,,,,Unavailable,Minor,Airplane,Boeing,777,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
71195,20111209X01336,Accident,2011-12-03,413637N,0084738W,Fulton County,Fatal,Substantial,Airplane,Cessna,172N,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's loss of directional control during landing.
71196,20120312X00949,Incident,2011-12-03,395058N,0104422W,Denver International Airport,Unavailable,Minor,Airplane,Beech,1900D,2,Turbo Prop,Part 121: Air Carrier,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,A failure of the nose landing gear end cap due to fatigue. Contributing to the failure were the ineffective inspection and the unknown effect of grain direction on fatigue life.
71197,20111204X50348,Accident,2011-12-04,445524N,0844329W,,Fatal,Substantial,Airplane,Piper,Pa-32-260,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,2.0,0.0,0.0,0.0,IMC,Unknown,The pilots decision to initiate visual flight in instrument meteorological conditions and subsequent failure to maintain adequate altitude.
71200,20111207X90134,Incident,2011-12-04,,,,Unavailable,Minor,Airplane,Boeing,737,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
71202,20120126X01909,Incident,2011-12-04,030140N,0814030W,,Fatal,Unknown,Airplane,Cirrus,Sr20,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The failure of a crankshaft gear tooth due to fatigue, which resulted in the loss of several additional gear teeth and a subsequent total loss of engine power. "
71206,20111207X94907,Accident,2011-12-07,383445N,1215125W,Yolo County,Fatal,Substantial,Airplane,Piper,Pa-38-112,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate fuel management, which resulted in a loss of engine power due to fuel starvation."
71207,20111213X80149,Accident,2011-12-07,025410S,0148380E,,Fatal,Substantial,Airplane,Cessna,210,1,Reciprocating,NUSN,UNK,1.0,0.0,0.0,0.0,UNK,Unknown,
71210,20111212X90527,Accident,2011-12-08,381142N,0090238W,Festus Memorial Airport,Fatal,Substantial,Airplane,Shook,Rans S-12,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,The certified flight instructors delayed remedial action as the airplane neared an aerodynamic stall/spin. Contributing to the accident was that the student pilot did not maintain adequate airspeed during the go-around attempt.
71211,20111213X35101,Accident,2011-12-08,064198N,1584429W,Kaltag,Fatal,Substantial,Airplane,Piper,Pa-31-350,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,IMC,Unknown,The pilot landed without lowering the landing gear. Contributing to the accident was the pilot's self-reported fatigue.
71212,20111220X20124,Accident,2011-12-08,039442N,0841237W,Clermont County,Fatal,Substantial,Airplane,Curtiss Wright,P40M,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,1.0,0.0,0.0,VMC,Unknown,A loss of engine power due to failure of the engine oil cooler and subsequent oil starvation to the engine.
71214,20111209X74224,Accident,2011-12-09,433532N,0096457W,Joe Foss Field,Fatal,Substantial,Airplane,Cessna,421C,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,4.0,0.0,0.0,0.0,VMC,Unknown,"The pilots failure to maintain adequate airspeed after shutting down one engine, which resulted in an inadvertent aerodynamic stall and impact with terrain. Contributing to the accident was the pilots failure to follow the guidance contained in the pilots operating handbook, which advised feathering the propeller of the secured engine and retracting the flaps and landing gear."
71215,20111212X91128,Accident,2011-12-09,445450N,0097917W,Watertown Regional Airport,Fatal,Substantial,Airplane,Beech,C23,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power during initial climb for undetermined reasons.
71217,20111214X53854,Accident,2011-12-09,333755N,0842559W,Hartsfield - Jackson Atlanta I,Fatal,Minor,Airplane,Boeing,737-732,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,279.0,VMC,Unknown,the failure of the captain of N303DQ to maintain a safe clearance from N583NW that was stopped on the taxiway.
71224,20130208X71807,Incident,2011-12-10,,,Gander International Airport,Fatal,Unknown,Airplane,Beech,1900,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,15.0,UNK,Unknown,
71226,20111214X15942,Accident,2011-12-13,482942N,0123248W,,Fatal,Substantial,Airplane,Piper,Pa-22,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Unknown,A total loss of engine power during initial climb for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any anomalies that would have precluded normal operation.
71229,20111215X31833,Accident,2011-12-15,333630N,1115548W,Scottsdale,Fatal,Substantial,Airplane,Cirrus,Sr22,1,Reciprocating,Part 91: General Aviation,Business,1.0,0.0,1.0,0.0,VMC,Unknown,"The pilot's failure to maintain adequate separation behind a corporate jet, which resulted in an encounter with wake turbulence and a subsequent loss of control."
71230,20111215X93518,Accident,2011-12-15,451921N,0075409W,Ottawa MacDonald-Cartier Intl,Fatal,Substantial,Airplane,Cessna,177A,UNK,Reciprocating,NUSN,UNK,2.0,0.0,0.0,0.0,IMC,Unknown,
71231,20111216X94904,Accident,2011-12-15,059218N,1515531W,Nanwalek,Fatal,Substantial,Airplane,Cessna,U206G,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,4.0,0.0,0.0,VMC,Unknown,"The pilots decision to takeoff from a contaminated runway with unfavorable wind conditions, and his failure to maintain airspeed during the initial climb, which resulted in an aerodynamic stall. Contributing to the accident was the operators inadequate procedures for operational control and dispatch."
71233,20111222X21039,Accident,2011-12-15,066221N,1541653W,Hughes,Fatal,Substantial,Airplane,Piper,Pa-31-350,2,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilot did not clear the area surrounding the airplane prior to taxi, resulting in the airplane contacting a piece of baggage."
71235,20111216X20841,Accident,2011-12-16,041920N,1044838W,Cheyenne Regional,Fatal,Substantial,Airplane,Beech,J35,1,Reciprocating,Part 91: General Aviation,Business,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate compensation for the crosswind, which resulted in a loss of directional control."
71238,20111217X73006,Accident,2011-12-17,364959N,0114321W,Mesquite Airport,Fatal,Substantial,Airplane,Cessna,208,1,Turbo Prop,Part 91: General Aviation,Skydiving,0.0,1.0,0.0,1.0,VMC,Unknown,"The pilot's improper preflight planning, which resulted in a loss of engine power due to fuel exhaustion."
71243,20111221X34021,Accident,2011-12-19,335841N,0835744W,Gwinnett County Airport,Fatal,Substantial,Airplane,Piper,Pa-44-180,2,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The mechanic's improper installation and lubrication of the bushing on the right main landing gear truss assembly, which resulted in the landing gear not locking in the down position."
71244,20111228X81723,Accident,2011-12-19,007700S,0016600E,"Pegasus McMurdo, Antarctica",Unavailable,Substantial,Airplane,University Of Kansas,Meridian,1,Reciprocating,NUSN,Flight Test,0.0,0.0,0.0,0.0,VMC,Unknown,"an aerodynamic stall induced by an inadvertent autopilot Home command.  The Home command was entered following a loss of the direct radio link due to improperly set failsafe settings, and an unintentional latching of Home mode from an earlier functionality test."
71248,20111222X45448,Accident,2011-12-20,,,Yogyakarta,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,NUSC,UNK,0.0,0.0,0.0,133.0,UNK,Unknown,
71250,20111222X22155,Accident,2011-12-21,595235N,0163107W,Kwigillingok,Fatal,Substantial,Airplane,Cessna,207A,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,1.0,0.0,0.0,IMC,Unknown,"The pilots decision to continue visual flight into instrument meteorological conditions with moderate icing, which resulted in structural icing and an aerodynamic stall."
71253,20120105X34138,Incident,2011-12-22,039451N,1045959W,Denver International Airport,Fatal,Minor,Airplane,Boeing,737-7H4,2,Turbo Fan,Part 121: Air Carrier,UNK,0.0,0.0,0.0,133.0,IMC,Unknown,"The snowplow operators incapacitation due to fatigue, which resulted in the snowplow contacting a parked airplane. Contributing to the incident was the companys lack of a policy regarding employee fatigue."
71261,20111228X33855,Accident,2011-12-26,244132N,0081412W,The Florida Keys Marathon Airp,Fatal,Substantial,Airplane,Classic Aircraft Corp,Waco Ymf5,1,Reciprocating,Part 91: General Aviation,Aerial Observation,0.0,0.0,0.0,3.0,VMC,Unknown,"
The pilot did not ensure that there was sufficient fuel aboard the airplane before initiating the flight, which resulted in temporary fuel starvation and an interruption in engine power during maneuvering.  Contributing to the accident was the pilots decision to continue with the ditching after engine power was restored."
71266,20120110X52633,Accident,2011-12-28,305144N,1003639W,Eldorado Airport,Fatal,Substantial,Airplane,Maule,M-7-235,1,Reciprocating,Part 91: General Aviation,Aerial Observation,0.0,0.0,0.0,1.0,VMC,Unknown,"The pilot's inadequate in-flight planning and decision-making, which resulted in a loss of control during a crosswind landing."
71268,20120103X33203,Accident,2011-12-29,075013N,0072724W,,Fatal,Substantial,Airplane,Piper,Pa28,1,Reciprocating,NUSN,Instructional,2.0,0.0,0.0,0.0,UNK,Unknown,
71272,20111231X23658,Accident,2011-12-31,301927N,0813119W,Craig Municipal Airport,Fatal,Substantial,Airplane,Piper,Pa-25-235,1,Reciprocating,Part 91: General Aviation,Banner Tow,1.0,0.0,0.0,0.0,VMC,Unknown,The pilot's in-flight loss of control during climb after a banner pickup. Contributing to the accident was the pilot's impairment due to marijuana.
71279,20120111X92548,Accident,2012-01-02,037429N,0106216W,Del Norte Kent Rominger Field,Fatal,Substantial,Airplane,Piper,Pa-18-135,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,"The pilot's loss of directional control during the landing roll, which resulted in a runway excursion. Contributing to the accident were the sensitivity of the brake system and the certified flight instructor pilot's delayed remedial action."
71281,20120105X35308,Accident,2012-01-03,311649N,1002438W,San Angelo,Fatal,Substantial,Airplane,Piper,Pa-28-160,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,2.0,VMC,Unknown,A loss of engine power for undetermined reasons.
71282,20120104X92439,Accident,2012-01-04,301831N,0095270W,,Fatal,Substantial,Airplane,Cessna,172P,1,Reciprocating,Public Use,Public Aircraft - Federal,0.0,0.0,0.0,1.0,VMC,Unknown,"Failure of the rear crankshaft gear dowel pin due to improper installation, which resulted in a total loss of engine power."
71287,20120108X24231,Accident,2012-01-06,334118N,0112457W,Phoenix Deer Valley,Fatal,Substantial,Airplane,Piper,Pa28,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The pilots inability to maintain directional control during the landing roll for reasons that could not be determined because impact damage precluded determination of the preaccident functionality of the braking and steering systems.
71295,20120705X45514,Incident,2012-01-07,,,,Unavailable,Minor,Airplane,Boeing,737-800,UNK,UNK,Unknown,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,<br /><br />
71299,20120117X54454,Incident,2012-01-09,,,,Fatal,Minor,Airplane,Boeing,737,UNK,UNK,Unknown,UNK,0.0,0.0,0.0,118.0,UNK,Unknown,
71300,20120111X05220,Accident,2012-01-11,423343N,0714618W,Fitchburg Municipal Airport,Fatal,Substantial,Airplane,Cessna,150G,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,1.0,1.0,VMC,Unknown,A partial loss of engine power due to the formation of carburetor ice and the flight instructor's improper application of carburetor heat.
71304,20120117X64102,Accident,2012-01-13,004571N,0095746W,Willmar Municipal Airport-John,Fatal,Substantial,Airplane,Mooney,M20K,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot landed without lowering the landing gear.
71306,20120117X95955,Accident,2012-01-14,364347N,0096411W,,Fatal,Substantial,Airplane,Aero Commander,500-B,2,Reciprocating,Part 91: General Aviation,Positioning,0.0,1.0,0.0,0.0,VMC,Unknown,"The total loss of engine power due to fuel exhaustion and the pilots inadequate preflight inspection, which did not correctly identify the airplanes fuel quantity before departure."
71307,20120123X64443,Incident,2012-01-14,,,,Fatal,Unknown,Airplane,Boeing,777,UNK,UNK,Part 121: Air Carrier,UNK,0.0,0.0,0.0,191.0,UNK,Unknown,
71309,20120115X45209,Accident,2012-01-15,414636N,0070659W,,Fatal,Substantial,Airplane,Piper,Pa-24-180,1,Reciprocating,Part 91: General Aviation,Instructional,2.0,0.0,0.0,0.0,IMC,Unknown,The flight crews loss of airplane control.
71314,20120118X91324,Accident,2012-01-16,038221N,0823331W,Tri-State Airport,Fatal,Substantial,Airplane,Boeing,Dhc-8-102,2,Turbo Prop,Part 121: Air Carrier,UNK,0.0,0.0,0.0,36.0,VMC,Unknown,"The inadequate communication among ground crew personnel, which resulted in the airplanes collision with a deice truck."
71315,20120125X93003,Incident,2012-01-17,,,,Unavailable,Unknown,Airplane,Boeing,747,UNK,UNK,NUSC,UNK,0.0,0.0,0.0,0.0,UNK,Unknown,
71320,20120123X91012,Accident,2012-01-19,302718N,0881240W,Roy E. Ray,Fatal,Substantial,Airplane,M-Squared Aircraft,Breese 2,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The pilot's inability to maintain control of the airplane for reasons that could not be determined because postaccident examination of the rudder control system did not reveal any anomalies that would have precluded control of the airplane.
71325,20120123X05459,Accident,2012-01-22,461812N,0119189W,Richland Airport,Fatal,Substantial,Airplane,Cessna,172M,1,Reciprocating,Part 91: General Aviation,Instructional,0.0,0.0,0.0,1.0,VMC,Unknown,The student pilot's improper landing flare and inadequate directional control during landing.
71329,20120126X25043,Accident,2012-01-23,604330N,0151180W,McGahan Industrial,Fatal,Substantial,Airplane,Cessna,207A,1,Reciprocating,Part 135: Air Taxi & Commuter,UNK,0.0,0.0,0.0,2.0,VMC,Unknown,The pilot's improper identification of the runway surface. Contributing to the accident was the snow covering the runway lights.
71330,20120125X52113,Accident,2012-01-24,323932N,0802533W,Private,Fatal,Substantial,Airplane,Beech,58,2,Reciprocating,Part 91: General Aviation,Executive/corporate,0.0,0.0,0.0,3.0,VMC,Unknown,"The pilots loss of directional control during the landing roll, which resulted in a runway excursion. Contributing to the accident was the sunglare."
